CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,Tenure,IsActiveMember,EstimatedSalary,Exited
15600781,Wu,699,Germany,Male,34,4,€107818.63,1,No,8,No,€120834.48,1
15682472,Culbreth,828,French,Male,34,8,€185173.81,2,No,4,No,€38131.77,0
15580203,,674,Spain,Male,,6,€129433.34,2,No,8,No,-€999999,0
15690673,Cameron,656,French,Female,39,6,€120193.42,1,No,6,No,€141069.88,0
15760085,Calabresi,684,Germany,Female,48,10,€0.0,2,No,6,No,€198129.36,0
15779659,Zetticci,625,FRA,Female,28,3,€126384.42,1,Yes,10,Yes,€183646.41,0
15627360,Fuller,432,France,Male,42,9,€0.0,1,No,3,No,€110265.24,0
15671137,MacDonald,549,France,Female,52,1,€152603.45,1,No,9,No,€8636.05,1
15782688,Piccio,625,Germany,Male,56,0,€0.0,1,Yes,1,Yes,€46824.08,1
15575492,Kennedy,828,FRA,Female,41,7,€148507.24,1,No,0,No,€171378.77,1
15591607,Fernie,770,FRA,Male,24,9,€0.0,2,No,7,No,€167256.35,0
15740404,He,758,FRA,Female,34,3,€101827.07,1,No,9,No,€124226.16,0
15718369,Kaodilinakachukwu,795,Germany,Female,33,9,€0.0,2,Yes,3,Yes,€114935.21,0
15677871,Cocci,687,France,Male,38,9,€130862.43,1,Yes,9,Yes,€35608.88,0
15642004,Alekseeva,686,French,Male,25,1,€122570.87,1,Yes,9,Yes,€16459.37,0
15712543,Chinweike,789,Germany,Male,39,7,€0.0,2,Yes,1,Yes,€124411.08,0
15584518,Arthur,589,Germany,Female,50,5,€124828.46,2,Yes,7,Yes,€34941.23,0
15802381,Li,461,Germany,Female,34,5,€144895.05,2,Yes,5,Yes,€167784.28,0
15610156,Ma,637,FRA,Male,40,2,€63663.93,1,Yes,5,Yes,€93165.34,0
15594408,Chia,584,Spain,Female,48,2,€133463.1,1,Yes,2,Yes,€75161.25,0
15640905,Vasin,579,Spain,Female,35,1,€213146.2,1,No,2,No,€8590.83,1
15698932,Groves,756,Germany,Male,44,10,€129490.36,2,Yes,1,Yes,€189543.9,1
15724944,Tien,663,France,Male,34,7,€137452.09,1,No,10,No,€180427.24,0
15628145,Forwood,682,FRA,Female,43,5,€0.0,2,Yes,7,Yes,€193318.33,0
15713483,Greeves,793,Spain,Male,52,2,€125851.93,1,Yes,5,Yes,€159123.82,0
15612350,Taylor,691,FRA,Female,31,5,€0.0,1,No,2,No,€126213.84,1
15800703,Madukwe,485,Spain,Female,21,5,€40915.55,1,No,5,No,€54141.5,1
15705707,Bennelong,635,Spain,Female,29,8,€113157.22,1,Yes,5,Yes,€141075.51,0
15754105,Olisanugo,650,French,Male,37,5,€138296.94,2,No,8,No,€24495.03,0
15703264,Chukwufumnanya,735,France,Male,44,9,€106967.18,1,No,5,No,€74836.34,0
15794413,Harris,416,France,Male,32,0,€120681.63,1,No,9,No,€878.87,0
15650237,Morgan,754,Spain,Female,32,7,€0.0,2,Yes,0,Yes,€89520.75,0
15759618,Alexeeva,535,French,Female,48,9,€0.0,2,No,7,No,€149892.79,0
15811589,Metcalfe,716,Spain,Male,42,8,€0.0,1,No,9,No,€180800.42,1
15689044,Humphries,539,France,Male,37,2,€0.0,2,No,8,No,€98646.22,0
15709368,Milne,614,French,Female,43,6,€127609.59,1,No,2,No,€109041.53,0
15679145,Chou,706,Spain,Male,57,7,€0.0,2,Yes,6,Yes,€17941.16,0
15655007,Li,758,French,Female,33,7,€0.0,1,No,7,No,€82996.47,1
15623595,Clayton,586,Spain,Female,28,2,€0.0,2,No,7,No,€92067.35,0
15589975,Maclean,646,French,Female,73,6,€0.0,2,Yes,2,Yes,€104719.66,0
15804017,Chigolum,631,Germany,Female,33,4,€97259.25,1,Yes,6,Yes,€112687.57,0
15692132,Wilkinson,717,Spain,Female,22,6,€123246.7,1,No,4,No,€84699.56,0
15641122,Wei,684,French,Male,30,2,€101060.25,1,Yes,6,Yes,€83473.82,0
15630910,Treacy,800,FRA,Female,49,7,€0.0,2,No,2,No,€47125.11,0
15680772,Hu,721,Spain,Female,36,2,€108007.36,1,No,7,No,€106977.8,0
15658929,Taverner,683,Spain,Male,29,0,€0.0,2,Yes,2,Yes,€55582.54,0
15585388,Sherman,660,Germany,Male,31,9,€133702.89,1,No,0,No,€139874.43,1
15724623,Taubman,704,Germany,Female,24,7,€125189.75,2,Yes,9,Yes,€162503.48,0
15588537,Robinson,615,Spain,Female,41,9,€113034.22,1,No,7,No,€196499.96,1
15574692,Pinto,667,Spain,Female,39,2,€109013.23,1,No,9,No,€40721.24,0
15611325,Wood,682,Germany,Male,24,9,€0.0,2,No,2,No,€53134.3,1
15587562,Hawkins,484,French,Female,29,4,€57929.81,2,No,9,No,€164017.89,0
15613172,Sun,628,Germany,Male,27,5,€130114.39,1,No,4,No,€155996.96,0
15651022,Yost,480,Germany,Male,44,10,€95826.49,2,No,5,No,€5472.7,0
15586310,Ting,578,French,Male,30,4,€129608.57,1,No,10,No,€112187.11,1
15625524,Rowe,512,France,Male,40,5,€169462.09,1,No,4,No,€146457.83,0
15755209,Fu,484,Spain,Female,35,7,€0.0,2,Yes,5,Yes,€27286.1,0
15645248,Ho,510,French,Female,30,0,€133868.21,1,Yes,7,Yes,€130553.47,0
15790355,Okechukwu,606,Germany,Male,36,5,€0.0,2,Yes,0,Yes,€179351.89,0
15762615,Campbell,597,Spain,Female,40,8,€190479.48,2,No,5,No,€94774.12,0
15625426,Ashbolt,754,Germany,Female,55,3,€101993.12,1,Yes,8,Yes,€8080.85,0
15716334,Rozier,850,Spain,Female,45,2,€161608.81,1,No,3,No,€19482.5,1
15789669,Hsia,510,FRA,Male,65,2,€122311.21,1,Yes,2,Yes,€48071.61,0
15621075,Ogbonnaya,778,Germany,Female,45,1,€0.0,2,Yes,2,Yes,€174531.27,0
15810845,T'ang,636,FRA,Male,42,2,€162150.42,2,No,1,No,€55470.78,0
15719377,Cocci,804,French,Female,50,4,€0.0,2,Yes,2,Yes,€8546.87,0
15654506,Chang,514,France,Male,32,8,€0.0,1,Yes,4,Yes,€95857.18,1
15771977,T'ao,730,FRA,Female,39,1,€0.0,2,No,8,No,€194945.8,0
15708710,Ford,525,Spain,Female,37,0,€99010.67,1,No,1,No,€131521.72,0
15726676,Marshall,616,Spain,Male,30,5,€0.0,1,Yes,0,Yes,€196108.51,0
15587421,Tsai,687,Germany,Female,34,7,€0.0,2,Yes,5,Yes,€148564.76,0
15726931,Onwumelu,715,FRA,Female,41,8,€111388.18,2,No,7,No,€92982.61,0
15771086,Graham,512,French,Female,36,3,€56214.85,2,No,8,No,€17675.36,1
15756850,Golovanov,479,French,Male,40,1,€84327.77,2,No,3,No,€114996.43,0
15702741,Potts,601,French,Male,32,8,€0.0,2,No,1,No,€86957.42,0
15679200,Crawford,580,Spain,Male,29,9,€93012.89,1,No,8,No,€128077.8,0
15594815,Aleshire,807,France,Male,35,3,€61710.44,2,No,9,No,€600.36,0
15635905,Moran,616,Spain,Female,32,6,€174790.15,1,Yes,3,Yes,€43001.46,0
15777892,Samsonova,721,Germany,Male,37,3,€0.0,2,Yes,6,Yes,€158591.12,0
15656176,Jenkins,501,France,Male,57,10,€107720.64,1,Yes,3,Yes,€47847.19,0
15811127,Volkov,521,FRA,Male,35,6,€0.0,2,Yes,10,Yes,€10488.44,0
15604482,Chiemezie,850,Spain,Male,30,2,€96423.84,1,No,6,No,€5978.2,0
15622911,Jude,759,FRA,Male,42,4,€141040.01,1,Yes,2,Yes,€121409.06,0
15600974,He,516,Spain,Male,50,5,€105420.18,1,Yes,4,Yes,€146145.93,0
15727868,Onuora,711,France,Female,38,2,€0.0,1,Yes,5,Yes,€14374.86,1
15627801,Ginikanwa,512,Spain,Male,33,3,€129022.06,2,Yes,2,Yes,€94670.77,1
15773039,Ku,550,France,Male,37,3,€176666.62,1,No,3,No,€179670.31,0
15755262,McDonald,608,Spain,Female,41,3,€0.0,1,Yes,3,Yes,€199304.74,0
15679531,Collins,618,France,Male,34,5,€89763.84,1,No,3,No,€151954.39,1
15684181,Hackett,643,French,Male,45,5,€134954.53,1,Yes,5,Yes,€142513.5,0
15612087,Dike,671,France,Male,45,2,€0.0,1,No,5,No,€158264.62,1
15752047,Trevisano,689,Germany,Male,33,2,€106376.85,1,Yes,2,Yes,€169381.9,0
15624592,Tan,603,French,Male,31,8,€161814.64,2,No,2,No,€169915.02,0
15573152,Glassman,620,French,Female,41,9,€0.0,2,Yes,8,Yes,€88852.47,0
15594917,Miller,676,French,Female,34,1,€0.0,2,No,9,No,€40645.81,0
15785542,Kornilova,572,Germany,Male,26,4,€63095.01,1,Yes,1,Yes,€60427.3,0
15723488,Watson,668,Germany,Male,47,7,€118287.01,2,No,4,No,€157959.02,0
15680920,Marchesi,695,French,Male,46,7,€106854.21,1,Yes,7,Yes,€133007.34,1
15786308,Millar,730,Spain,Female,33,9,€49512.55,1,No,7,No,€176576.62,0
15659366,Shih,807,FRA,Male,43,1,€0.0,2,No,9,No,€34888.04,0
15774854,Fuller,592,FRA,Male,54,8,€105799.32,2,No,1,No,€28737.71,1
15725311,Hay,726,France,Female,31,9,€0.0,1,Yes,8,Yes,€98178.57,1
15787155,Yang,514,Spain,Male,30,7,€114722.05,2,Yes,9,Yes,€125010.24,0
15727829,McIntyre,567,FRA,Male,42,2,€0.0,1,Yes,7,Yes,€167984.61,0
15733247,Stevenson,850,France,Male,33,10,€0.0,2,Yes,2,Yes,€4861.72,0
15568748,Poole,671,Germany,Male,45,6,€0.0,1,No,10,No,€108872.45,1
15699029,Bagley,670,FRA,Male,37,4,€99564.22,1,Yes,6,Yes,€198252.88,1
15774393,Ch'ien,694,French,Female,30,9,€170557.91,2,No,4,No,€26960.31,0
15676895,Cattaneo,547,Germany,Female,39,6,€0.0,2,Yes,9,Yes,€85746.52,0
15637753,O'Sullivan,751,Germany,Male,50,2,€74596.15,3,Yes,6,Yes,€77206.25,1
15605461,Lucas,594,Germany,Female,29,3,€96888.39,1,No,2,No,€61048.53,1
15808473,Ringrose,673,France,Male,72,1,€130830.22,1,No,3,No,€111981.19,0
15627000,Freeman,610,FRA,Male,40,0,€0.0,2,Yes,1,Yes,€62232.6,0
15787174,Sergeyev,512,French,Female,37,1,€0.0,2,No,0,No,€156105.03,0
15723886,Fiore,767,Germany,Male,20,3,€0.0,2,Yes,1,Yes,€150135.38,0
15704769,Smith,585,French,Female,67,5,€119714.25,2,Yes,3,Yes,€93146.11,0
15772896,Dumetochukwu,763,Germany,Male,42,6,€113978.97,2,Yes,5,Yes,€33462.94,0
15711540,Pacheco,712,France,Female,29,2,€100160.75,1,No,6,No,€144375.0,1
15764866,Synnot,539,Germany,Female,43,3,€0.0,1,Yes,2,Yes,€55803.96,0
15794056,Johnston,668,France,Female,46,2,€116220.5,3,No,3,No,€89048.46,1
15795149,Stevens,703,FRA,Male,28,2,€0.0,3,No,2,No,€162812.16,1
15812009,Grant,662,Spain,Male,38,4,€81173.83,2,Yes,2,Yes,€136259.65,0
15651001,Tsao,725,Germany,Female,39,5,€0.0,2,No,4,No,€124052.97,0
15813844,Barnes,703,FRA,Male,37,8,€116803.8,1,No,5,No,€74158.8,0
15596175,McIntosh,659,Germany,Male,67,6,€105961.68,2,Yes,8,Yes,€45071.09,0
15576269,Madison,523,Spain,Male,34,7,€117411.6,1,Yes,6,Yes,€62030.06,1
15797219,Ifesinachi,635,France,Female,40,10,€0.0,2,No,7,No,€131953.23,0
15685500,Glazkov,772,Germany,Male,26,7,€123497.58,1,No,10,No,€79414.0,1
15599792,Dimauro,545,FRA,Female,26,1,€152400.51,2,No,7,No,€199638.56,0
15657566,Wieck,634,Germany,Male,24,8,€0.0,2,Yes,1,Yes,€157577.29,0
15772423,Liao,739,Germany,Male,54,8,€103097.85,1,Yes,8,Yes,€134420.75,0
15628112,Hughes,771,Germany,Female,36,5,€126418.14,1,No,8,No,€99805.99,1
15753754,Morrison,587,Spain,Female,34,1,€77846.9,1,No,5,No,€97932.68,0
15793726,Matveyeva,681,France,Female,79,0,€0.0,2,Yes,1,Yes,€170968.99,0
15694717,Ku,544,Germany,Male,37,2,€0.0,2,Yes,0,Yes,€57558.95,0
15665834,Cheatham,696,Spain,Male,28,8,€79731.91,1,Yes,2,Yes,€176713.47,0
15765297,Yao,766,Spain,Male,41,0,€0.0,1,No,8,No,€34283.23,0
15636684,Kirkland,727,FRA,Male,34,10,€0.0,2,Yes,0,Yes,€198637.34,0
15592979,Rose,671,Germany,Female,34,6,€0.0,2,Yes,10,Yes,€156917.12,0
15750803,Jess,693,FRA,Female,30,6,€37266.67,2,No,6,No,€50457.2,0
15607178,Welch,850,Germany,Male,38,3,€127992.25,1,Yes,6,Yes,€140075.55,0
15713853,Ifeajuna,732,Germany,Male,42,9,€54901.01,1,Yes,3,Yes,€65323.11,0
15673481,Morton,726,Spain,Female,48,6,€108748.08,2,Yes,9,Yes,€64323.24,0
15686776,Rossi,557,FRA,Female,32,6,€99906.19,1,No,6,No,€14956.44,0
15673693,Reppert,682,France,Female,26,0,€184686.41,2,No,6,No,€111879.21,0
15700696,Kang,738,Spain,Male,31,9,€110654.02,1,Yes,0,Yes,€18606.23,0
15813163,Ch'iu,531,Spain,Female,36,9,€79019.8,1,Yes,9,Yes,€123137.01,0
15653857,Wallis,498,French,Male,34,2,€99240.51,1,No,9,No,€148528.24,0
15777076,Clark,651,France,Male,36,7,€0.0,2,Yes,2,Yes,€13898.31,0
15717398,Fielding,549,Spain,Female,39,7,€0.0,2,No,7,No,€81259.25,0
15799217,Zetticci,791,Germany,Female,35,7,€0.0,1,No,7,No,€161051.75,1
15787071,Dulhunty,650,Spain,Male,41,9,€52436.2,1,No,7,No,€191599.67,0
15619955,Bevington,733,Germany,Male,34,3,€0.0,2,Yes,9,Yes,€48559.19,0
15796505,Boyle,811,Germany,Female,34,1,€100337.96,3,No,3,No,€186339.74,1
15725166,Newton,707,French,Male,30,8,€149297.19,2,Yes,1,Yes,€33159.37,0
15800116,Bowman,712,Germany,Male,28,4,€0.0,2,No,8,No,€93883.53,0
15758685,Dubinina,706,Spain,Female,37,7,€145605.44,1,Yes,4,Yes,€110899.3,0
15694456,Toscani,756,French,Male,62,3,€0.0,2,Yes,7,Yes,€11199.04,0
15767339,Chiazagomekpere,777,French,Female,53,10,€0.0,1,Yes,3,Yes,€189992.97,1
15683562,Allen,646,French,Male,35,6,€0.0,2,No,10,No,€164255.69,0
15782210,K'ung,714,French,Male,46,1,€84026.86,1,Yes,6,Yes,€152167.79,0
15668893,Wilsmore,782,France,Male,39,8,€0.0,1,No,1,No,€33949.67,1
15669169,Hargreaves,775,Spain,Male,29,10,€0.0,2,Yes,8,Yes,€68143.93,0
15643024,Huang,479,Germany,Male,35,4,€0.0,2,Yes,10,Yes,€47251.79,0
15699389,Ch'ien,807,French,Male,42,7,€138718.92,1,Yes,4,Yes,€25885.72,1
15708608,Wallwork,799,FRA,Female,22,8,€118274.71,1,Yes,7,Yes,€192633.85,0
15626144,Chu,675,French,Male,40,7,€174185.98,2,Yes,8,Yes,€34577.36,0
15573112,Kang,602,Spain,Male,29,5,€113208.86,2,No,7,No,€161229.84,0
15790678,Davidson,475,FRA,Female,32,8,€103907.28,1,No,5,No,€100816.29,0
15727556,O'Donnell,744,Spain,Female,26,5,€119023.28,1,No,8,No,€181694.44,0
15697307,Nnachetam,588,Spain,Male,34,10,€166297.89,1,Yes,5,Yes,€79078.91,0
15652266,Chidiebele,703,Germany,Male,42,9,€0.0,2,No,10,No,€137316.32,0
15607098,Ahmed,747,Spain,Female,41,5,€63227.0,1,Yes,9,Yes,€194926.86,0
15655774,Booth,583,French,Male,27,7,€94521.17,2,No,5,No,€51285.49,0
15590241,Chuang,750,Spain,Female,34,9,€0.0,2,No,7,No,€150401.53,0
15785819,Shao,681,FRA,Male,38,3,€112822.26,1,No,9,No,€112491.96,1
15723654,Tsao,773,French,Male,25,2,€0.0,2,Yes,3,Yes,€73656.38,0
15774510,Tien,714,FRA,Female,31,4,€135903.33,1,No,2,No,€106636.89,0
15684173,Chang,687,Spain,Female,44,7,€125169.26,1,Yes,4,Yes,€155853.52,0
15650068,Johnson,511,French,Male,58,0,€0.0,3,No,7,No,€162599.51,1
15811490,French,627,France,Male,33,5,€149117.31,1,Yes,0,Yes,€103737.82,0
15803976,Efremov,694,FRA,Female,31,10,€0.0,2,Yes,5,Yes,€160990.27,0
15682541,Hartley,616,Spain,Female,36,6,€0.0,2,No,10,No,€15462.84,0
15695699,Calabrese,687,FRA,Male,35,8,€132311.71,1,No,6,No,€10334.05,0
15624188,Chiu,712,FRA,Female,33,6,€0.0,2,No,8,No,€190686.16,0
15812191,Brennan,553,French,Male,33,4,€0.0,2,Yes,6,Yes,€94440.45,0
15636673,Onwuatuegwu,667,France,Male,31,1,€118082.89,1,No,4,No,€28257.63,0
